building,fmCode,contactName,phone,area,numberLayer,floor,roomNumber,detailAdress,province,city,postalCode,zone,latitude,longtude,priceSquare,workingTime,blance,developer,grade,created_at,updated_at
กรีนพีช แมนชั่น,,คุณนิดดา(ปลา) ผจก.อาคาร,959809919,,1,13,63,51/15 ซอยประดิพัทธ์ 7 ถนนประดิพัทธ์ แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร  10400,-,-,-,จอมทอง,13.792561,100.539724,-,-,-,-,-,,
ไลฟ์ วัน ไวร์เลส,,,0-2115-2885-6   0661133702,,1,43,1344,1 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กทม. 10330,-,-,-,พญาไท,13.747917,100.54887,-,-,-,-,-,,
ยูทรีคอนโดแอดแยกเกษตร,,คุณฝน,064-145-6714,,2,8,435,1544 ซอยพหลโยธิน 34 ถนนพหลโยธิน แขวงเสนานิคม เขตจตุจักร กทม. 10900,-,-,-,ปทุมวัน,13.838513,100.582468,-,-,-,-,-,,
เดอะคิทท์ ติวานนท์ อาคาร 7,,,098-257-5102,,1,7,77,180/700 หมู่ 5 ตำบลปากเกร็ด อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,-,-,-,จตุจักร,13.913869,100.506535,-,-,-,-,-,,
แชมเบอร์ส เฌอ,,,"0-2046-6392, 063-212-6489",,2,8,252,54 ถนนรัชดา-รามอินทรา แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ 10230,-,-,-,ปากเกร็ด,13.820183,100.667193,-,-,-,-,-,,
บ้านสิริสุุขุมวิท ซอย 10,,,0-2626-0287,,2,8,118,16 ซอยสุขุมวิท 10 ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพฯ 10110,-,-,-,คันนายาว,13.736965,100.556774,-,-,-,-,-,,
กฤษสกนธ์ คอนโดวิลล์ 2,,คุณอรชร,084-766-1656,,1,8,130,1354/259 แขวงบางบำหรุ  เขตบางพลัด กรุงเทพมหานคร 10700,-,-,-,คลองเตย,13.783656,100.481531,-,-,-,-,-,,
ศุภาลัย เอลีท สาทร สวนพลู,,,0-2285-5133,,1,23,180,198 ซอยสวนพลู  แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,-,-,-,บางพลัด,13.7213452,100.5368187,-,-,-,-,-,,
เดอะเครสท์ สุขุมวิท 49,,,0-2259-3300,,1,8,88,92 ซ.สุขุมวิท 51 แขวงคลองตันเหนือ เขตวัฒนา กทม. 10110,-,-,-,สาทร,13.730373,100.576934,-,-,-,-,-,,
เดอะนิช ไอดี เสรีไทย เฟส 1,,,098-436-0270,,2,8,455,209/3 ซ.เสรีไทย 81/2 ถ.เสรีไทย แขวงคันนายาว เขตคันนายาว กรุงเทพฯ  10310,-,-,-,วัฒนา,13.79785,100.694884,-,-,-,-,-,,
ดิ ยูนีค เอกมัย-รามอินทรา,,,095-479-0307,,2,7,56,554 ซอยลาดพร้าว 87 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพฯ 10310,-,-,-,คันนายาว,13.798756,100.620714,-,-,-,-,-,,
ลุมพินี วิลล์ รามคำแหง 44,,,086-991-4257,,2,23,827,11 ซ.รามคำแหง 44 (เลิศมิตร) แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร,-,-,-,วังทองหลาง,13.761294,100.640936,-,-,-,-,-,,
เดอะไมอามี่ บางปู 1,,,063-761-4415,,4,5,256,1203 หมู่ 1 ถ.สุขุมวิท ต.บางปูใหม่ อ.เมือง จ.สมุทรปราการ 10280,-,-,-,บางกะปิ,13.5398741,100.6185512,-,-,-,-,-,,
เดอะไมอามี่ บางปู 2,,,063-761-4415,,11,5,704,1218 หมู่ 1 ถ.สุขุมวิท ต.บางปูใหม่ อ.เมือง จ.สมุทรปราการ 10280,-,-,-,เมืองสมุทรปราการ,13.5399511,100.6184137,-,-,-,-,-,,
เดอะไมอามี่ บางปู 3,,,063-761-4415,,16,5,1024,1230 หมู่ 1 ถ.สุขุมวิท ต.บางปูใหม่ อ.เมือง จ.สมุทรปราการ  10280,-,-,-,เมืองสมุทรปราการ,13.5401459,100.6181931,-,-,-,-,-,,
ลุมพินี วิลล์ พัฒนาการ-เพชรบุรีตัดใหม่,,คุณดา (ผจก.),"085-954-2070, 0-2184-400-1",,7,8,1482,4 ซอยพัฒนาการ 26 ถ.พัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร,-,-,-,เมืองสมุทรปราการ,13.7364123,100.6174629,-,-,-,-,-,,
โมทีฟ คอนโด,,คุณแนน ผจก.อาคาร,"086-346-4821, 0-2466-4013",,2,อาคาร A 23 ชั้น,387,219 ถนนอินทรพิทักษณ์ แขวงบางยี่เรือ เขตธนบุรี กรุงเทพมหานคร 10600,-,-,-,สวนหลวง,13.727001,100.487578,-,-,-,-,-,,
แอนนา เพลส ลาดพร้าว 101 (บจก.ชาร์เตอร์ คอนเซนเทรชั่น,,คุณแบงค์,091-789-8745,,                       A=7 ชั้น 58 Unit B=8 ชั้น 126 Unit,,184,713/2 ชั้น 2 ซอยลาดพร้าว 101(วัดบึงทองหลาง) ถนนลาดพร้าว แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพฯ,-,-,-,ธนบุรี,13.785507,100.629801,-,-,-,-,-,,
แอนนา คอนโดมิเนียม นวมินทร์ 85 (บจก.ทริพเพิล ที แอสเซท),,คุณแบงค์,091-789-8745,,1,7,41,713/2 ชั้น 2 ซอยลาดพร้าว 101(วัดบึงทองหลาง) ถนนลาดพร้าว แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพฯ,-,-,-,,13.795347,100.646918,-,-,-,-,-,,
โนเบิล แอมเบียนส์ สารสิน,,,0-2253-2200   0660973822,,1,8,79,233/10 ถนนราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,-,-,-,,13.735276,100.540325,-,-,-,-,-,,
ซีวิคปาร์ค (บจก.เฟิสท์บางกอก พร็อพเพอร์ตี้),,,063-225-8800,,1,9,60,63 ทองหล่อ 13 ถนนสุขุมวิท 55 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,-,-,-,ปทุมวัน,13.734387,100.579391,-,-,-,-,-,,
ซีวิคปาร์ค (บจก.โนเบิลแอสเสท),,,063-225-8800,,2,4,24,13 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ  10110,-,-,-,วัฒนา,13.734676,100.579309,-,-,-,-,-,,
แวนเทจ,,คุณลูกหยี ผจก.อาคาร,061-097-4999,,,32,322,252 ถนนรัชดาภิเษก แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900,-,-,-,วัฒนา,13.831009,100.560308,-,-,-,-,-,,
เดอะลีฟ พัฒนาการ,,,"0-2729-9887, 081-353-7582",,1,20,401,300 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250,-,-,-,จตุจักร,13.7395586,100.6032931,-,-,-,-,-,,
ดิ เอสเคป คอนโดมิเนียม อาคาร ดี,,,"081-446-8879, 0-2397-0280 ต่อ 300",,1,8,135,1081 ซอยสุขุมวิท 101/1 แขวงบางจาก เขตพระโขนง กรุงเทพฯ  10260,-,-,-,,13.6872335,100.6350912,-,-,-,-,-,,
ไซมิส สุรวงศ์,,,082-520-9548,,1,20,206,75 ถนนทรัพย์ แขวงสีพระยา เขตบางรัก กรุงเทพมหานคร,-,-,-,,13.7298921,100.5277934,-,-,-,-,-,,
ไอวี่ แอมพิโอ,,"คุณธนภัทร ผจก.อาคาร, คุณกอลฟ์ ผู้ช่วย ผจก.","0-2248-4211-2, 082-272-2440",,,29,289,48 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,-,-,-,,13.765754,100.563531,-,-,-,-,-,,
คอนโดยู วิภา-ลาดพร้าว,,คุุณวานิสสา,"0-2275-4585-6, 095-204-4447",,1,8,364,19 ซอยทรงสะอาด  แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,-,-,-,,13.802924,100.561854,-,-,-,-,-,,
ชุดประตูน้ำเพรสตีจ คอนโดมิเนียม,,,0-2653-7508-9  0922497912,,1,27,304,3 ซอยเพชรบุรี 15 ถนนเพชรบุรี แขวงพญาไท เขตราชเทวี กรุงเทพฯ  10400,-,-,-,,13.752091,100.536751,-,-,-,-,-,,
เดอะทรัสต์ เรสซิเด้นท์ รัชดา-พระราม 3,,,"0-2294-7368, 099-447-6596",,1,33,1685,20 ถ.นนทรี แขวงช่องนนทรี เขตยานนาวา กทม. 10120,-,-,-,,13.6942772,100.5350608,-,-,-,-,-,,
เดอะวอเตอร์ฟอร์ด รอยัลสูท,,คุณดนัย ผจก.อาคาร,"0-2942-9460, 086-376-6041",,1,9,252,250/1 ซอยเสนานิคม 1 ถนนพหลโยธิน แขวงจันทเกษม เขตจตุจักร กทม. 10900,-,-,-,,13.833559,100.578845,-,-,-,-,-,,
ศุภาลัย ซิตี้ รีสอร์ท สถานีแบริ่ง,,,"0-2736-6566, 086-379-9693",,2,8,168,128 ซอยลาซาล แขวงบางนา เขตบางนา กรุงเทพมหานคร,-,-,-,,13.661346,100.605951,-,-,-,-,-,,
เดอะ เบส,,,"0-2740-3506-7, 092-284-4677",,2,38,1227,289 ซ.อ่อนนุช 1/1 ถ.สุขุมวิท 77 แขวงพระโขนงเหนือ เขตวัฒนา กทม. 10260,-,-,-,,13.710801,100.60239,-,-,-,-,-,,
ศุภาลัยปาร์ค แคราย-งามวงศ์วาน,,,0-2190-0122,,1,34,709,115 ถนนรัตนาธิเบศร์ ตำบลบางกระสอ อำเภอเมือง จังหวัดนนทบุรี ,-,-,-,,13.860304,100.51001,-,-,-,-,-,,
เดอะ ทรี อินเตอร์เชนจ์ อาคาร A,,คุณนิสา,984253727,,1,40,1085,176 ถนนประชาราษฏร์ 2 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,-,-,-,,13.80547,100.525172,-,-,-,-,-,,
เดอะ ทรี อินเตอร์เชนจ์ อาคาร B,,คุุณนิสา,984253727,,1,38,639,176 ถนนประชาราษฏร์ 2 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,-,-,-,,13.80547,100.525172,-,-,-,-,-,,
รีเจ้นท์โฮม 7/1,,,"0-2138-5407, 086-345-3703",,4,8,879,14 ถนนสรรพาวุธ 2 แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,-,-,-,,13.675103,100.603838,-,-,-,-,-,,
ชาโตว์ อินทาวน์ สุขุมวิท 62/1-1,,,094-995-7235,,1,8,200,55 ซอยสุขุมวิท 62/1 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร,-,-,-,,13.69305,100.605705,-,-,-,-,-,,
ดิ เอสเคป คอนโดมิเนียม อาคาร เอ,,,"092-889-0002, 089-216-6207",,1,8,135,1087 ซอยสุขุมวิท 101/1 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260,-,-,-,,13.688128,100.634874,-,-,-,-,-,,
AVORA 31 Residence (บจก.บ้าน ดีเอสซี),,,0-2108-7575,,1,7,52,28 ซอยสุขุมวิท 31 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,-,-,-,,13.737442,100.567258,-,-,-,-,-,,
ลุมพินี เพลส พหล-สะพานควาย,,คุณส้ม รอง ผจก.อาคาร,0-2279-1010,,2,29,1094,171 ถนนประดิพัทธ์ แขวงสามเสนใน เขตพญาไทย กรุงเทพมหานคร,-,-,-,,13.791097,100.54353,-,-,-,-,-,,
